mRNA,length,name
Zm00019ab303870_T001,1154,CML52
Zm00019ab303880_T001,1024,CML52
Zm00019ab303890_T001,17755,CML52
Zm00019ab303900_T001,2092,CML52
Zm00019ab303910_T001,6663,CML52
Zm00019ab303920_T002,7190,CML52
Zm00019ab303930_T001,4670,CML52
Zm00019ab303940_T001,2125,CML52
Zm00019ab303950_T001,18809,CML52
Zm00019ab303960_T002,1496,CML52
Zm00019ab303980_T001,4941,CML52
Zm00019ab303990_T001,946,CML52
Zm00019ab304010_T001,3344,CML52
Zm00019ab304020_T001,6930,CML52
Zm00019ab304030_T001,1443,CML52
Zm00019ab304040_T002,20596,CML52
Zm00019ab304050_T001,868,CML52
Zm00019ab304060_T003,3218,CML52
Zm00019ab304070_T001,2118,CML52
Zm00019ab304080_T001,3842,CML52
Zm00019ab304100_T001,4979,CML52
Zm00019ab304120_T001,769,CML52
Zm00019ab304130_T003,6164,CML52
Zm00019ab304140_T001,971,CML52
Zm00019ab304150_T001,7951,CML52
Zm00019ab304160_T001,3163,CML52
Zm00019ab304180_T001,8675,CML52
Zm00019ab304190_T001,339,CML52
Zm00019ab304200_T001,1356,CML52
Zm00019ab304210_T001,3092,CML52
Zm00019ab304220_T001,1615,CML52
Zm00019ab304230_T001,1331,CML52
Zm00019ab304240_T001,653,CML52
Zm00019ab304250_T001,570,CML52
Zm00019ab304260_T001,3553,CML52
Zm00019ab304270_T001,207,CML52
Zm00019ab304280_T001,201,CML52
Zm00019ab304290_T001,1013,CML52
Zm00019ab304300_T001,276,CML52
Zm00019ab304310_T001,10019,CML52
Zm00019ab304320_T001,5097,CML52
Zm00019ab304330_T001,3744,CML52
Zm00019ab304340_T001,2205,CML52
Zm00019ab304350_T002,3955,CML52
Zm00019ab304360_T001,563,CML52
Zm00019ab304370_T001,1002,CML52
Zm00019ab304380_T001,4241,CML52
Zm00019ab304390_T002,3258,CML52
Zm00019ab304400_T002,5232,CML52
Zm00019ab304410_T003,8641,CML52
Zm00019ab304420_T001,860,CML52
Zm00019ab304440_T001,441,CML52
Zm00019ab304450_T001,462,CML52
Zm00019ab304460_T002,4449,CML52
Zm00019ab304470_T001,1300,CML52
Zm00019ab304480_T002,3067,CML52
Zm00019ab304490_T001,387,CML52
Zm00019ab304500_T001,1041,CML52
Zm00019ab304510_T002,1395,CML52
Zm00019ab304520_T002,1281,CML52
Zm00019ab304530_T001,1190,CML52
Zm00019ab304540_T001,3487,CML52
Zm00019ab304550_T001,3954,CML52
Zm00019ab304560_T002,1973,CML52
Zm00019ab304570_T001,1922,CML52
Zm00019ab304580_T001,2561,CML52
Zm00019ab304590_T001,733,CML52
Zm00019ab304600_T001,10555,CML52
Zm00019ab304610_T001,9429,CML52
Zm00019ab304620_T002,3720,CML52
Zm00019ab304630_T001,686,CML52
Zm00019ab304640_T004,2311,CML52
Zm00019ab304650_T001,5430,CML52
Zm00019ab304660_T002,12567,CML52
Zm00019ab304670_T003,2127,CML52
Zm00019ab304680_T002,5303,CML52
Zm00019ab304690_T001,915,CML52
Zm00019ab304700_T001,1487,CML52
Zm00019ab304710_T004,1022,CML52
Zm00019ab304720_T001,17211,CML52
Zm00019ab304730_T001,2314,CML52
Zm00019ab304740_T001,2399,CML52
Zm00019ab304750_T001,1786,CML52
Zm00019ab304760_T001,5537,CML52
Zm00019ab304770_T001,656,CML52
Zm00019ab304780_T001,588,CML52
Zm00019ab304800_T001,924,CML52
Zm00019ab304810_T001,1136,CML52
Zm00019ab304820_T001,1824,CML52
Zm00019ab304830_T002,5409,CML52
Zm00019ab304840_T001,789,CML52
Zm00019ab304850_T001,2114,CML52
Zm00019ab304860_T003,3937,CML52
Zm00019ab304890_T002,2739,CML52
Zm00019ab304910_T003,4991,CML52
Zm00019ab304920_T001,3020,CML52
Zm00019ab304930_T001,9984,CML52
Zm00019ab304940_T001,3195,CML52
Zm00019ab304960_T001,504,CML52
Zm00019ab304970_T001,3619,CML52
Zm00019ab304980_T001,4252,CML52
Zm00019ab304990_T001,1340,CML52
Zm00019ab305000_T002,6019,CML52
Zm00019ab305010_T001,429,CML52
Zm00019ab305030_T001,393,CML52
Zm00019ab305040_T001,462,CML52
Zm00019ab305050_T001,1865,CML52
Zm00019ab305060_T001,309,CML52
Zm00019ab305070_T001,2167,CML52
Zm00019ab305090_T001,1948,CML52
Zm00019ab305100_T001,1844,CML52
Zm00019ab305130_T001,3407,CML52
Zm00019ab305140_T001,2872,CML52
Zm00019ab305150_T001,4264,CML52
Zm00019ab305160_T001,3553,CML52
Zm00019ab305170_T001,1776,CML52
Zm00019ab305180_T001,360,CML52
Zm00019ab305190_T001,3536,CML52
Zm00019ab305210_T001,1275,CML52
Zm00019ab305220_T001,1340,CML52
Zm00019ab305230_T005,7305,CML52
Zm00019ab305240_T001,2935,CML52
Zm00019ab305250_T001,1889,CML52
Zm00019ab305260_T001,660,CML52
Zm00019ab305270_T001,2027,CML52
Zm00019ab305280_T001,4219,CML52
Zm00019ab305290_T001,8882,CML52
Zm00019ab305300_T005,1708,CML52
Zm00019ab305310_T001,2887,CML52
Zm00019ab305320_T001,363,CML52
Zm00019ab305330_T001,2276,CML52
Zm00019ab305340_T002,1871,CML52
Zm00019ab305350_T001,2522,CML52
Zm00019ab305360_T001,2551,CML52
Zm00019ab305370_T002,5439,CML52
Zm00019ab305380_T002,3183,CML52
Zm00019ab305390_T001,4311,CML52
Zm00019ab305410_T001,9458,CML52
Zm00019ab305420_T002,6409,CML52
Zm00019ab305430_T001,810,CML52
Zm00019ab305440_T001,1001,CML52
Zm00019ab305450_T001,1023,CML52
Zm00019ab305460_T001,4382,CML52
Zm00019ab305470_T001,1834,CML52
Zm00019ab305480_T001,10262,CML52
Zm00019ab305490_T001,3333,CML52
Zm00019ab305500_T001,2293,CML52
Zm00019ab305510_T001,7210,CML52
Zm00019ab305520_T001,4826,CML52
Zm00019ab305530_T001,1760,CML52
Zm00019ab305540_T004,3899,CML52
Zm00019ab305550_T001,1807,CML52
Zm00019ab305560_T001,1712,CML52
Zm00019ab305570_T001,1332,CML52
Zm00019ab305580_T001,35484,CML52
Zm00019ab305590_T001,4038,CML52
Zm00019ab305600_T001,3577,CML52
Zm00019ab305610_T001,4742,CML52
Zm00019ab305620_T002,2746,CML52
Zm00019ab305630_T001,59371,CML52
Zm00019ab305640_T002,3239,CML52
Zm00019ab305650_T001,48918,CML52
Zm00019ab305660_T001,15156,CML52
Zm00019ab305670_T001,1168,CML52
Zm00019ab305680_T001,1171,CML52
Zm00019ab305690_T001,2987,CML52
Zm00019ab305700_T001,4660,CML52
Zm00019ab305710_T001,1149,CML52
Zm00019ab305730_T001,1285,CML52
Zm00019ab305740_T001,806,CML52
Zm00019ab305750_T001,1597,CML52
Zm00019ab305770_T001,309,CML52
Zm00019ab305780_T001,922,CML52
Zm00019ab305790_T002,3660,CML52
Zm00019ab305800_T001,6171,CML52
Zm00019ab305810_T001,16631,CML52
Zm00019ab305830_T001,2015,CML52
Zm00019ab305840_T001,1357,CML52
Zm00019ab305850_T001,1988,CML52
Zm00019ab305860_T001,2535,CML52
Zm00019ab305870_T001,1807,CML52
Zm00019ab305880_T002,4157,CML52
Zm00019ab305890_T001,6062,CML52
Zm00019ab305900_T001,3643,CML52
Zm00019ab305910_T001,2843,CML52
Zm00019ab305920_T001,1380,CML52
Zm00019ab305930_T001,1976,CML52
Zm00019ab305940_T001,2581,CML52
Zm00019ab305950_T002,5234,CML52
Zm00019ab305960_T001,9402,CML52
Zm00019ab305970_T001,4583,CML52
Zm00019ab305980_T001,588,CML52
Zm00019ab305990_T002,3686,CML52
Zm00019ab306000_T001,5147,CML52
Zm00019ab306010_T001,1412,CML52
Zm00019ab306020_T001,1328,CML52
Zm00019ab306030_T001,4336,CML52
Zm00019ab306040_T003,5373,CML52
Zm00019ab306050_T001,1781,CML52
Zm00019ab306060_T001,2459,CML52
Zm00019ab306070_T002,4598,CML52
Zm00019ab306080_T001,10961,CML52
Zm00019ab306090_T002,8363,CML52
Zm00019ab306100_T001,356,CML52
Zm00019ab306120_T001,2052,CML52
Zm00019ab306130_T001,2290,CML52
Zm00019ab306140_T001,2471,CML52
Zm00019ab306150_T001,876,CML52
Zm00019ab306160_T001,2576,CML52
Zm00019ab306180_T001,1991,CML52
Zm00019ab306190_T001,739,CML52
Zm00019ab306200_T002,8772,CML52
Zm00019ab306210_T001,568,CML52
Zm00019ab306220_T001,565,CML52
Zm00019ab306230_T001,1825,CML52
Zm00019ab306240_T001,5446,CML52
Zm00019ab306250_T002,2715,CML52
Zm00019ab306260_T004,6380,CML52
Zm00019ab306270_T001,9156,CML52
Zm00019ab306280_T001,5952,CML52
Zm00019ab306290_T001,20155,CML52
Zm00019ab306310_T001,5125,CML52
Zm00019ab306320_T001,3959,CML52
Zm00019ab306330_T001,2495,CML52
Zm00019ab306340_T002,26248,CML52
Zm00019ab306350_T001,1743,CML52
Zm00019ab306360_T001,1069,CML52
Zm00019ab306380_T001,4174,CML52
Zm00019ab306390_T001,1058,CML52
Zm00019ab306410_T001,852,CML52
Zm00019ab306420_T001,990,CML52
Zm00019ab306430_T001,656,CML52
Zm00019ab306440_T001,501,CML52
Zm00019ab306450_T001,1026,CML52
Zm00019ab306470_T001,655,CML52
Zm00019ab306480_T001,1351,CML52
Zm00019ab306490_T001,5075,CML52
Zm00019ab306510_T001,4914,CML52
Zm00019ab306520_T001,3247,CML52
Zm00019ab306530_T001,3157,CML52
Zm00019ab306540_T001,1222,CML52
Zm00019ab306550_T003,3734,CML52
Zm00019ab306560_T002,16157,CML52
Zm00019ab306570_T001,2370,CML52
Zm00019ab306580_T002,10494,CML52
Zm00019ab306600_T003,12466,CML52
Zm00019ab306620_T001,864,CML52
Zm00019ab306630_T001,1530,CML52
Zm00019ab306650_T002,4990,CML52
Zm00019ab306660_T001,3849,CML52
Zm00019ab306670_T001,10665,CML52
Zm00019ab306680_T001,3498,CML52
Zm00019ab306690_T001,5667,CML52
Zm00019ab306700_T004,755,CML52
Zm00019ab306710_T001,10593,CML52
Zm00019ab306720_T001,568,CML52
Zm00019ab306730_T001,10846,CML52
Zm00019ab306740_T001,8161,CML52
Zm00019ab306750_T002,5853,CML52
Zm00019ab306760_T004,3752,CML52
Zm00019ab306770_T001,7981,CML52
Zm00019ab306790_T001,246,CML52
Zm00019ab306800_T004,2268,CML52
Zm00019ab306810_T001,1420,CML52
Zm00019ab306820_T001,876,CML52
Zm00019ab306830_T001,4960,CML52
Zm00019ab306840_T001,2626,CML52
Zm00019ab306860_T006,3828,CML52
Zm00019ab306870_T001,13956,CML52
Zm00019ab306880_T001,1788,CML52
Zm00019ab306890_T001,1044,CML52
Zm00019ab306900_T001,213,CML52
Zm00019ab306910_T001,429,CML52
Zm00019ab306920_T001,3465,CML52
Zm00019ab306930_T001,1156,CML52
Zm00019ab306940_T001,2901,CML52
Zm00019ab306950_T002,744,CML52
Zm00019ab306960_T002,13684,CML52
Zm00019ab306970_T003,6314,CML52
Zm00019ab306980_T001,4462,CML52
Zm00019ab306990_T001,4538,CML52
Zm00019ab307000_T001,6449,CML52
Zm00019ab307010_T002,5353,CML52
Zm00019ab307020_T001,624,CML52
Zm00019ab307030_T001,3539,CML52
Zm00019ab307040_T001,1114,CML52
Zm00019ab307050_T001,340,CML52
Zm00019ab307060_T001,3454,CML52
Zm00019ab307070_T004,5115,CML52
Zm00019ab307080_T001,2674,CML52
Zm00019ab307090_T001,1679,CML52
Zm00019ab307100_T003,6250,CML52
Zm00019ab307110_T001,1818,CML52
Zm00019ab307120_T001,3537,CML52
Zm00019ab307130_T001,10769,CML52
Zm00019ab307140_T001,3115,CML52
Zm00019ab307150_T001,392,CML52
Zm00019ab307160_T001,5121,CML52
Zm00019ab307170_T001,1114,CML52
Zm00019ab307180_T001,600,CML52
Zm00019ab307190_T001,1171,CML52
Zm00019ab307200_T001,954,CML52
Zm00019ab307210_T001,997,CML52
Zm00019ab307220_T001,1185,CML52
Zm00019ab307230_T001,2095,CML52
Zm00019ab307240_T001,2331,CML52
Zm00019ab307250_T005,2232,CML52
Zm00019ab307260_T001,2403,CML52
Zm00019ab307270_T001,1235,CML52
Zm00019ab307280_T001,785,CML52
Zm00019ab307290_T002,4123,CML52
Zm00019ab307300_T001,848,CML52
Zm00019ab307310_T001,9661,CML52
Zm00019ab307320_T001,1205,CML52
Zm00019ab307330_T002,2926,CML52
Zm00019ab307340_T001,1773,CML52
Zm00019ab307350_T001,6204,CML52
Zm00019ab307360_T001,757,CML52
Zm00019ab307370_T001,475,CML52
Zm00019ab307380_T001,1003,CML52
Zm00019ab307390_T001,5445,CML52
Zm00019ab307400_T001,1917,CML52
Zm00019ab307410_T001,1116,CML52
Zm00019ab307420_T003,4392,CML52
Zm00019ab307430_T001,6631,CML52
Zm00019ab307440_T001,2507,CML52
Zm00019ab307450_T001,2914,CML52
Zm00019ab307460_T001,1292,CML52
Zm00019ab307470_T001,2684,CML52
Zm00019ab307480_T001,4236,CML52
Zm00019ab307490_T001,1257,CML52
Zm00019ab307500_T001,474,CML52
Zm00019ab307510_T001,974,CML52
Zm00019ab307520_T002,30298,CML52
Zm00019ab307530_T001,320,CML52
Zm00019ab307540_T003,1795,CML52
Zm00019ab307550_T001,793,CML52
Zm00019ab307560_T001,939,CML52
Zm00019ab307570_T003,9636,CML52
Zm00019ab307580_T001,1654,CML52
Zm00019ab307590_T001,2811,CML52
Zm00019ab307600_T003,5155,CML52
Zm00019ab307620_T001,755,CML52
Zm00019ab307630_T001,507,CML52
Zm00019ab307640_T002,5400,CML52
Zm00019ab307650_T001,420,CML52
Zm00019ab307660_T001,601,CML52
Zm00019ab307670_T001,3869,CML52
Zm00019ab307680_T001,1400,CML52
Zm00019ab307690_T003,3251,CML52
Zm00019ab307710_T001,627,CML52
Zm00019ab307720_T003,2936,CML52
Zm00019ab307730_T001,4389,CML52
Zm00019ab307740_T001,393,CML52
Zm00019ab307750_T001,1973,CML52
Zm00019ab307760_T001,2045,CML52
Zm00019ab307770_T001,5029,CML52
Zm00019ab307780_T001,1648,CML52
Zm00019ab307790_T001,902,CML52
Zm00019ab307800_T001,1175,CML52
Zm00019ab307810_T001,6532,CML52
Zm00019ab307820_T001,6546,CML52
Zm00019ab307830_T001,1583,CML52
Zm00019ab307840_T003,9978,CML52
Zm00019ab307850_T001,10836,CML52
Zm00019ab307860_T001,32580,CML52
Zm00019ab307870_T001,346,CML52
Zm00019ab307880_T001,1757,CML52
Zm00019ab307890_T004,3401,CML52
Zm00019ab307900_T001,735,CML52
Zm00019ab307910_T001,8946,CML52
Zm00019ab307920_T001,4783,CML52
Zm00019ab307940_T001,5042,CML52
Zm00019ab307950_T001,2781,CML52
Zm00019ab307960_T002,4096,CML52
Zm00019ab307970_T002,4941,CML52
Zm00019ab307980_T001,3719,CML52
Zm00019ab307990_T001,2464,CML52
Zm00019ab308000_T001,4389,CML52
Zm00019ab308010_T001,1661,CML52
Zm00019ab308020_T001,1031,CML52
Zm00019ab308030_T001,1787,CML52
Zm00019ab308040_T001,1980,CML52
Zm00019ab308050_T001,1705,CML52
Zm00019ab308060_T001,6420,CML52
Zm00019ab308080_T001,291,CML52
Zm00019ab308090_T001,1785,CML52
Zm00019ab308100_T001,1007,CML52
Zm00019ab308110_T002,4682,CML52
Zm00019ab308120_T001,1432,CML52
Zm00019ab308130_T002,4076,CML52
Zm00019ab308140_T001,10875,CML52
Zm00019ab308150_T001,1001,CML52
Zm00019ab308160_T001,1567,CML52
Zm00019ab308170_T001,795,CML52
Zm00019ab308180_T002,4780,CML52
Zm00019ab308190_T001,1405,CML52
Zm00019ab308200_T001,4507,CML52
Zm00019ab308210_T001,3011,CML52
Zm00019ab308220_T002,6009,CML52
Zm00019ab308230_T001,5213,CML52
Zm00019ab308240_T001,2751,CML52
Zm00019ab308250_T002,6510,CML52
Zm00019ab308260_T001,9151,CML52
Zm00019ab308270_T001,5904,CML52
Zm00019ab308280_T001,3055,CML52
Zm00019ab308290_T001,11038,CML52
Zm00019ab308300_T001,1169,CML52
Zm00019ab308310_T001,1329,CML52
Zm00019ab308320_T001,2876,CML52
Zm00019ab308330_T001,2640,CML52
Zm00019ab308340_T004,2700,CML52
Zm00019ab308350_T001,4032,CML52
Zm00019ab308360_T001,865,CML52
Zm00019ab308370_T001,2187,CML52
Zm00019ab308380_T002,14160,CML52
Zm00019ab308390_T001,3543,CML52
Zm00019ab308400_T001,4952,CML52
Zm00019ab308410_T001,1925,CML52
Zm00019ab308420_T001,2233,CML52
Zm00019ab308430_T001,3696,CML52
Zm00019ab308440_T003,2606,CML52
Zm00019ab308450_T001,4462,CML52
Zm00019ab308460_T001,2654,CML52
Zm00019ab308470_T002,4981,CML52
Zm00019ab308480_T001,6768,CML52
Zm00019ab308490_T002,13029,CML52
Zm00019ab308500_T001,399,CML52
Zm00019ab308510_T001,669,CML52
Zm00019ab308520_T004,9477,CML52
Zm00019ab308540_T001,8716,CML52
Zm00019ab308550_T001,918,CML52
Zm00019ab308560_T001,2665,CML52
Zm00019ab308570_T001,5913,CML52
Zm00019ab308590_T001,4072,CML52
Zm00019ab308600_T001,6092,CML52
Zm00019ab308610_T001,1128,CML52
Zm00019ab308620_T001,3892,CML52
Zm00019ab308630_T001,727,CML52
Zm00019ab308640_T001,968,CML52
Zm00019ab308650_T002,3282,CML52
Zm00019ab308660_T001,1812,CML52
Zm00019ab308670_T001,402,CML52
Zm00019ab308680_T001,532,CML52
Zm00019ab308690_T001,2043,CML52
Zm00019ab308700_T001,13867,CML52
Zm00019ab308710_T001,1951,CML52
Zm00019ab308720_T001,4438,CML52
Zm00019ab308730_T001,3712,CML52
Zm00019ab308740_T001,6004,CML52
Zm00019ab308750_T002,4591,CML52
Zm00019ab308760_T001,19554,CML52
Zm00019ab308770_T001,3521,CML52
Zm00019ab308780_T001,2269,CML52
Zm00019ab308790_T001,2206,CML52
Zm00019ab308800_T002,3587,CML52
Zm00019ab308810_T001,1052,CML52
Zm00019ab308830_T001,3118,CML52
Zm00019ab308840_T002,2600,CML52
Zm00019ab308850_T001,1049,CML52
Zm00019ab308870_T001,2809,CML52
Zm00019ab308880_T001,481,CML52
Zm00019ab308890_T001,3144,CML52
Zm00019ab308910_T001,9807,CML52
Zm00019ab308930_T001,1222,CML52
Zm00019ab308940_T002,1742,CML52
Zm00019ab308950_T001,4610,CML52
Zm00019ab308960_T001,2702,CML52
Zm00019ab308970_T001,1070,CML52
Zm00019ab308980_T004,2698,CML52
Zm00019ab309000_T001,23346,CML52
Zm00019ab309010_T002,2136,CML52
Zm00019ab309020_T002,1216,CML52
Zm00019ab309030_T001,3463,CML52
Zm00019ab309040_T002,6412,CML52
Zm00019ab309050_T001,878,CML52
Zm00019ab309060_T001,1090,CML52
Zm00019ab309070_T001,1086,CML52
Zm00019ab309080_T001,5665,CML52
Zm00019ab309090_T001,849,CML52
Zm00019ab309100_T003,2464,CML52
Zm00019ab309110_T001,1830,CML52
Zm00019ab309120_T002,5594,CML52
Zm00019ab309130_T001,2851,CML52
Zm00019ab309150_T001,5277,CML52
Zm00019ab309160_T001,996,CML52
Zm00019ab309170_T001,2526,CML52
Zm00019ab309180_T001,467,CML52
Zm00019ab309200_T001,5721,CML52
Zm00019ab309210_T001,2991,CML52
Zm00019ab309220_T001,1122,CML52
Zm00019ab309230_T001,760,CML52
Zm00019ab309240_T001,768,CML52
Zm00019ab309250_T001,687,CML52
Zm00019ab309270_T001,676,CML52
Zm00019ab309290_T001,752,CML52
Zm00019ab309300_T001,3730,CML52
Zm00019ab309310_T001,2934,CML52
Zm00019ab309320_T003,12037,CML52
Zm00019ab309330_T001,4481,CML52
Zm00019ab309340_T004,882,CML52
Zm00019ab309350_T003,9501,CML52
Zm00019ab309360_T001,961,CML52
Zm00019ab309370_T002,13077,CML52
Zm00019ab309380_T001,4228,CML52
Zm00019ab309400_T002,21587,CML52
Zm00019ab309410_T001,831,CML52
Zm00019ab309420_T001,1893,CML52
Zm00019ab309430_T001,3136,CML52
Zm00019ab309440_T001,3093,CML52
Zm00019ab309450_T001,3692,CML52
Zm00019ab309460_T001,6765,CML52
Zm00019ab309470_T003,6597,CML52
Zm00019ab309480_T001,1339,CML52
Zm00019ab309490_T001,2535,CML52
Zm00019ab309500_T001,1863,CML52
Zm00019ab309510_T001,1981,CML52
Zm00019ab309520_T001,2783,CML52
Zm00019ab309530_T001,35287,CML52
Zm00019ab309540_T001,2594,CML52
Zm00019ab309550_T002,3635,CML52
Zm00019ab309560_T001,4522,CML52
Zm00019ab309570_T001,988,CML52
Zm00019ab309580_T001,2183,CML52
Zm00019ab309590_T001,6478,CML52
Zm00019ab309600_T001,1024,CML52
Zm00019ab309610_T001,14275,CML52
Zm00019ab309620_T001,4893,CML52
Zm00019ab309630_T001,1196,CML52
Zm00019ab309640_T001,9939,CML52
Zm00019ab309670_T001,4328,CML52
Zm00019ab309680_T001,9219,CML52
Zm00019ab309690_T001,32611,CML52
Zm00019ab309720_T001,2912,CML52
Zm00019ab309730_T001,5782,CML52
Zm00019ab309750_T001,2436,CML52
Zm00019ab309760_T001,6134,CML52
Zm00019ab309770_T002,1759,CML52
Zm00019ab309780_T005,7883,CML52
Zm00019ab309790_T001,2298,CML52
Zm00019ab309800_T001,699,CML52
Zm00019ab309810_T001,435,CML52
Zm00019ab309820_T001,714,CML52
Zm00019ab309830_T001,5040,CML52
Zm00019ab309840_T001,699,CML52
Zm00019ab309850_T001,5041,CML52
Zm00019ab309860_T001,528,CML52
Zm00019ab309870_T001,1152,CML52
Zm00019ab309880_T001,657,CML52
Zm00019ab309890_T001,1747,CML52
Zm00019ab309900_T001,19033,CML52
Zm00019ab309910_T001,4657,CML52
Zm00019ab309920_T003,7091,CML52
Zm00019ab309930_T004,5801,CML52
Zm00019ab309940_T002,3442,CML52
Zm00019ab309960_T001,2035,CML52
Zm00019ab309970_T005,4983,CML52
Zm00019ab309980_T002,12593,CML52
Zm00019ab309990_T002,4872,CML52
Zm00019ab310000_T005,17874,CML52
Zm00019ab310010_T001,2320,CML52
Zm00019ab310020_T001,616,CML52
Zm00019ab310030_T001,766,CML52
Zm00019ab310040_T001,779,CML52
Zm00019ab310050_T004,5879,CML52
Zm00019ab310060_T001,1585,CML52
Zm00019ab310070_T004,4295,CML52
Zm00019ab310080_T001,4804,CML52
Zm00019ab310090_T001,3966,CML52
Zm00019ab310100_T001,1688,CML52
Zm00019ab310110_T001,2221,CML52
Zm00019ab310120_T001,3334,CML52
Zm00019ab310130_T001,2610,CML52
Zm00019ab310140_T001,1498,CML52
Zm00019ab310150_T001,10194,CML52
Zm00019ab310160_T001,3866,CML52
Zm00019ab310170_T001,686,CML52
Zm00019ab310180_T005,10799,CML52
Zm00019ab310200_T001,8155,CML52
Zm00019ab310210_T002,2734,CML52
Zm00019ab310220_T003,15480,CML52
Zm00019ab310230_T001,3322,CML52
Zm00019ab310240_T001,7544,CML52
Zm00019ab310250_T001,1965,CML52
Zm00019ab310260_T002,4003,CML52
Zm00019ab310270_T001,14437,CML52
Zm00019ab310280_T001,1639,CML52
Zm00019ab310290_T001,774,CML52
Zm00019ab310300_T002,11847,CML52
Zm00019ab310310_T001,916,CML52
Zm00019ab310320_T001,7022,CML52
Zm00019ab310330_T002,7029,CML52
Zm00019ab310340_T001,1093,CML52
Zm00019ab310350_T001,8230,CML52
Zm00019ab310360_T001,4884,CML52
Zm00019ab310370_T001,1775,CML52
Zm00019ab310380_T001,2500,CML52
Zm00019ab310390_T001,8628,CML52
Zm00019ab310400_T005,5336,CML52
Zm00019ab310410_T001,1907,CML52
Zm00019ab310420_T001,1770,CML52
Zm00019ab310430_T001,1771,CML52
Zm00019ab310440_T002,15072,CML52
Zm00019ab310450_T001,9794,CML52
Zm00019ab310460_T001,595,CML52
Zm00019ab310470_T001,5317,CML52
Zm00019ab310480_T003,6698,CML52
Zm00019ab310490_T001,2049,CML52
Zm00019ab310500_T002,4646,CML52
Zm00019ab310510_T003,4833,CML52
Zm00019ab310520_T002,15723,CML52
Zm00019ab310540_T001,8276,CML52
Zm00019ab310550_T003,21418,CML52
Zm00019ab310560_T001,2666,CML52
Zm00019ab310570_T001,2808,CML52
Zm00019ab310580_T001,8910,CML52
Zm00019ab310590_T001,11739,CML52
Zm00019ab310600_T001,438,CML52
Zm00019ab310610_T001,1248,CML52
Zm00019ab310620_T001,3349,CML52
Zm00019ab310630_T006,7433,CML52
Zm00019ab310650_T001,786,CML52
Zm00019ab310660_T001,5992,CML52
Zm00019ab310670_T001,4529,CML52
Zm00019ab310680_T001,716,CML52
Zm00019ab310690_T001,1031,CML52
Zm00019ab310700_T001,622,CML52
Zm00019ab310710_T001,1213,CML52
Zm00019ab310720_T001,7116,CML52
Zm00019ab310730_T001,7554,CML52
Zm00019ab310740_T002,3704,CML52
Zm00019ab310750_T002,2791,CML52
Zm00019ab310760_T001,3215,CML52
Zm00019ab310770_T004,6135,CML52
Zm00019ab310780_T003,4332,CML52
Zm00019ab310790_T001,902,CML52
Zm00019ab310800_T001,5833,CML52
Zm00019ab310810_T001,1629,CML52
Zm00019ab310820_T003,21628,CML52
Zm00019ab310830_T001,4028,CML52
Zm00019ab310840_T001,8008,CML52
Zm00019ab310860_T001,2638,CML52
Zm00019ab310870_T002,2686,CML52
Zm00019ab310880_T001,930,CML52
Zm00019ab310890_T001,288,CML52
Zm00019ab310900_T001,967,CML52
Zm00019ab310910_T001,4471,CML52
Zm00019ab310920_T001,640,CML52
Zm00019ab310930_T004,4962,CML52
Zm00019ab310940_T001,810,CML52
Zm00019ab310950_T001,829,CML52
Zm00019ab310960_T001,712,CML52
Zm00019ab310970_T001,6428,CML52
Zm00019ab310980_T001,10209,CML52
Zm00019ab310990_T001,2083,CML52
Zm00019ab311000_T001,2192,CML52
Zm00019ab311010_T001,7417,CML52
Zm00019ab311020_T002,2735,CML52
Zm00019ab311030_T001,1083,CML52
Zm00019ab311040_T001,9909,CML52
Zm00019ab311050_T001,13631,CML52
Zm00019ab311060_T001,5017,CML52
Zm00019ab311070_T001,4966,CML52
Zm00019ab311080_T002,2170,CML52
Zm00019ab311090_T002,2427,CML52
Zm00019ab311100_T001,1328,CML52
Zm00019ab311110_T001,2328,CML52
Zm00019ab311120_T002,2343,CML52
Zm00019ab311130_T001,385,CML52
Zm00019ab311140_T001,1311,CML52
Zm00019ab311150_T001,7478,CML52
Zm00019ab311160_T001,2589,CML52
Zm00019ab311170_T002,6619,CML52
Zm00019ab311180_T001,2862,CML52
Zm00019ab311190_T001,866,CML52
Zm00019ab311200_T001,594,CML52
Zm00019ab311210_T002,2433,CML52
Zm00019ab311220_T001,2215,CML52
Zm00019ab311230_T003,2135,CML52
Zm00019ab311240_T001,2497,CML52
Zm00019ab311260_T002,14572,CML52
Zm00019ab311270_T001,3639,CML52
Zm00019ab311280_T003,2668,CML52
Zm00019ab311290_T001,890,CML52
Zm00019ab311300_T001,6812,CML52
Zm00019ab311310_T001,5147,CML52
Zm00019ab311320_T001,1831,CML52
Zm00019ab311330_T001,4276,CML52
Zm00019ab311340_T001,10272,CML52
Zm00019ab311350_T001,1020,CML52
Zm00019ab311360_T001,6187,CML52
Zm00019ab311370_T001,3422,CML52
Zm00019ab311380_T001,3300,CML52
Zm00019ab311390_T001,680,CML52
Zm00019ab311400_T001,1905,CML52
Zm00019ab311410_T001,4520,CML52
Zm00019ab311420_T001,385,CML52
Zm00019ab311430_T001,1240,CML52
Zm00019ab311440_T001,4383,CML52
Zm00019ab311450_T001,385,CML52
Zm00019ab311470_T002,4400,CML52
Zm00019ab311480_T001,8110,CML52
Zm00019ab311490_T001,1149,CML52
Zm00019ab311500_T001,2344,CML52
Zm00019ab311510_T001,2616,CML52
